CLE;V_CAL;V_KAA;V_RHG;V_VAAM
483;0.00000;0.00000;0.57143;0.14286
484;0.00000;0.00000;0.00000;1.06250
485;0.00000;0.21053;0.00000;0.26316
486;0.00000;0.93750;0.06250;3.12500
487;0.00000;0.00000;0.58824;0.23529
488;0.00000;0.00000;0.09091;0.00000
489;0.00000;0.00000;0.00000;0.10000
490;0.00000;0.00000;0.08000;2.04000
491;0.00000;0.00000;0.50000;3.33333
492;0.00000;3.44444;1.88889;7.94444
493;0.00000;3.36364;0.45455;4.72727
494;0.00000;0.00000;0.00000;2.00000
495;0.00000;10.00000;0.75000;8.87500
496;0.00000;3.20000;0.20000;2.60000
497;0.00000;0.00000;0.07407;1.40741
498;0.00000;0.00000;0.00000;0.20000
499;0.00000;0.20000;0.00000;0.40000
500;0.00000;0.00000;0.00000;0.03448
501;0.00000;4.46667;0.20000;3.06667
502;0.00000;0.00000;0.00000;0.16667
503;0.00000;0.14286;0.04762;2.04762
504;0.00000;0.34783;0.13043;4.60870
505;0.00000;0.00000;0.00000;0.27273
506;0.00000;0.00000;0.00000;0.10000
507;0.00000;0.00000;0.00000;0.30000
508;0.00000;0.00000;0.00000;3.66667
509;0.00000;0.00000;0.00000;0.06250
510;0.00000;1.58333;0.16667;2.25000
511;0.00000;0.23529;0.00000;2.58824
512;0.00000;0.00000;0.27273;0.09091
513;0.00000;0.00000;0.00000;0.50000
514;0.00000;0.00000;0.00000;0.40000
515;0.00000;0.00000;0.11111;9.77778
516;0.00000;0.25000;0.00000;0.00000
517;0.00000;9.37500;0.50000;6.62500
518;0.00000;1.54545;0.27273;4.45455
519;0.00000;1.05882;0.00000;2.00000
520;0.00000;0.00000;0.60000;0.20000
521;0.00000;0.11111;0.22222;7.22222
522;0.00000;0.00000;0.00000;0.50000
523;0.00000;0.00000;0.14286;0.71429
524;0.00000;0.00000;0.08333;0.08333
525;0.00000;0.00000;0.01754;0.24561
526;0.00000;0.00000;0.00000;0.36667
527;0.00000;0.00000;0.00000;0.15000
528;0.00000;0.00000;0.02778;0.66667
529;0.00000;0.00000;0.11111;0.00000
530;0.00000;0.00000;0.00000;4.37500
531;0.00000;0.16667;0.00000;0.16667
532;0.00000;0.00000;0.00000;3.22222
533;0.00000;0.00000;0.00000;1.55882
534;0.00000;0.02041;0.02041;0.20408
535;0.00000;0.00000;0.00000;0.87500
536;0.00000;0.00000;0.18750;5.62500
537;0.00000;1.77273;0.40909;13.72727
538;0.00000;0.00000;0.06250;0.18750
539;0.00000;0.00000;0.00000;0.12500
540;0.00000;0.02778;0.02778;1.52778
541;0.00000;0.30000;0.10000;9.10000
542;0.00000;0.04706;0.17647;7.67059
543;0.00000;2.00000;1.26923;5.92308
544;3.00000;10.36364;5.72727;5.81818
545;2.83333;3.83333;18.77778;5.25000
546;0.50000;2.00000;26.00000;7.16667
547;0.00000;2.16667;14.00000;3.83333
548;10.71429;13.28571;43.14286;12.85714
549;0.00000;17.66667;3.16667;9.50000
550;0.00000;0.85714;1.28571;2.85714
551;0.00000;5.00000;15.00000;6.00000
552;0.12000;1.52000;8.24000;7.40000
553;0.00000;8.75000;7.04167;9.25000
554;0.00000;0.66667;0.50000;2.66667
555;0.04167;0.79167;8.12500;2.08333
556;0.00000;11.95238;1.33333;8.04762
557;0.00000;17.33333;2.91667;11.83333
558;0.00000;12.41667;25.50000;15.00000
559;2.59259;1.11111;6.70370;1.55556
560;0.00000;16.83333;5.83333;13.33333
561;3.50000;2.00000;29.33333;2.83333
562;0.00000;0.66667;8.50000;2.33333
563;0.00000;1.66667;20.25000;8.16667
564;1.38462;9.53846;26.38462;8.69231
565;3.68421;14.47368;33.31579;8.21053
566;10.66667;6.77778;57.00000;14.72222
567;13.78571;7.14286;59.64286;19.00000
568;14.41667;27.25000;68.33333;7.41667
569;0.00000;16.83333;46.83333;9.50000
570;2.17857;9.96429;64.07143;9.85714
571;4.00000;8.21053;53.36842;5.10526
572;2.05556;10.83333;37.58333;7.30556
573;3.41379;7.68966;37.34483;8.10345
574;2.83333;1.88889;34.55556;6.88889
575;0.16667;3.08333;20.66667;10.25000
576;1.12658;3.08861;33.45570;8.26582
577;0.25000;3.75000;68.58333;8.08333
578;4.04348;2.65217;53.65217;5.39130
579;2.75000;1.50000;31.83333;4.75000
580;1.05556;5.66667;19.50000;8.05556
581;5.25000;9.00000;39.58333;11.83333
582;6.27273;20.36364;26.72727;11.63636
583;20.00000;4.34286;46.45714;12.40000
584;13.83333;8.16667;57.33333;9.83333
585;6.20000;0.80000;48.20000;7.40000
586;11.16667;17.77778;48.72222;9.77778
587;16.89474;7.15789;57.31579;8.89474
588;7.61111;9.88889;41.72222;4.94444
589;3.00000;0.00000;33.50000;4.16667
590;10.55556;6.44444;53.44444;4.61111
591;4.18750;18.75000;21.56250;28.12500
592;6.53846;21.69231;50.84615;5.69231
593;2.66667;4.66667;54.33333;6.33333
594;1.22222;2.25926;34.37037;6.00000
595;0.00000;1.83333;34.50000;7.16667
596;0.25000;3.50000;29.08333;3.66667
597;0.00000;1.00000;9.33333;4.16667
598;0.00000;0.33333;2.16667;12.50000
599;0.00000;1.00000;12.83333;5.50000
600;0.15789;3.68421;20.78947;6.15789
601;0.00000;13.50000;13.83333;6.33333
602;0.00000;6.80000;10.60000;6.60000
603;0.00000;0.71429;7.00000;4.28571
604;0.00000;6.18182;7.54545;3.72727
605;0.00000;1.00000;15.00000;7.33333
606;0.00000;4.42857;2.71429;2.28571
607;0.00000;2.50000;33.00000;8.16667
608;0.00000;1.80000;30.20000;2.80000
609;0.00000;16.71429;10.71429;13.14286
610;0.50000;8.50000;25.00000;3.83333
611;0.00000;13.50000;38.50000;44.33333
612;0.38000;10.38000;26.02000;11.70000
613;0.00000;2.40000;7.20000;0.40000
614;0.00000;37.28571;16.71429;8.28571
615;0.42857;15.85714;51.14286;10.42857
616;0.50000;5.33333;7.66667;6.33333
617;0.50000;4.16667;28.00000;28.50000
618;5.50000;23.83333;4.33333;10.00000
619;3.30000;8.40000;23.30000;11.20000
620;0.00000;11.66667;19.16667;23.00000
621;0.00000;22.00000;0.20000;12.40000
622;0.00000;5.14286;7.28571;4.28571
623;1.63636;5.72727;13.54545;3.18182
624;0.46154;11.61538;19.76923;12.46154
625;2.69811;6.73585;26.07547;7.49057
626;0.00000;0.00000;3.00000;4.50000
627;0.50000;4.00000;27.66667;2.00000
628;14.00000;13.60000;42.60000;3.80000
629;0.00000;9.20000;54.60000;9.40000
630;0.60000;0.60000;17.60000;1.20000
631;3.00000;1.50000;38.00000;16.00000
632;1.32000;9.20000;26.60000;11.20000
633;2.50000;1.50000;24.33333;7.33333
634;0.00000;18.42857;30.85714;14.00000
635;6.61538;7.00000;39.69231;23.07692
636;0.00000;10.25000;8.08333;8.91667
637;1.50000;2.75000;20.83333;5.25000
638;0.50000;10.91667;26.83333;5.58333
639;0.50000;2.00000;24.83333;7.00000
640;0.00000;3.25000;13.16667;10.50000
641;0.00000;0.00000;3.00000;7.40000
642;0.00000;3.53488;12.95349;5.97674
643;0.00000;9.66667;2.16667;3.33333
644;2.50000;2.50000;5.00000;4.83333
645;0.50000;4.33333;45.83333;5.50000
646;0.00000;2.66667;13.91667;14.75000
647;0.00000;11.63158;22.21053;13.73684
648;0.00000;3.00000;22.80000;5.60000
649;0.00000;2.66667;67.50000;4.16667
650;0.00000;5.83333;10.50000;6.83333
651;1.25000;11.04167;33.83333;10.50000
652;2.10000;6.10000;37.20000;10.60000
653;0.40000;7.30000;17.60000;5.00000
654;0.00000;17.16667;15.33333;8.66667
655;0.50000;10.50000;46.00000;6.33333
656;0.00000;8.50000;25.16667;13.66667
657;2.50000;6.33333;30.50000;3.16667
658;2.50000;45.50000;16.33333;22.50000
659;0.16667;28.00000;35.83333;14.50000
660;2.50000;30.00000;30.16667;17.50000
661;17.20000;11.20000;45.20000;8.40000
662;0.00000;21.00000;29.57143;7.28571
663;4.00000;24.50000;57.16667;12.83333
664;1.94444;6.77778;28.00000;7.11111
665;0.22222;8.83333;24.94444;3.94444
666;2.65306;13.00000;34.22449;7.85714
667;12.16667;4.00000;22.66667;5.66667
668;0.65217;10.13043;37.82609;4.26087
669;7.50000;2.06667;29.96667;8.60000
670;3.00000;10.80000;26.60000;10.00000
671;3.00000;8.66667;44.83333;5.00000
672;0.00000;0.16667;13.83333;3.16667
673;10.20000;1.00000;30.20000;34.00000
674;0.00000;13.10000;13.50000;10.20000
675;0.00000;10.83333;25.16667;13.00000
676;10.20000;4.60000;37.20000;11.60000
677;6.50000;18.50000;13.60000;29.90000
678;5.62500;6.12500;33.25000;13.56250
679;3.80000;7.40000;15.00000;31.20000
680;13.80000;2.60000;50.60000;6.00000
681;0.00000;0.00000;0.00000;2.40000
682;0.00000;1.83333;1.16667;5.66667
683;2.00000;10.25000;20.83333;5.41667
684;0.13333;8.90000;10.60000;6.26667
685;5.50000;9.00000;10.50000;16.66667
686;0.25000;8.66667;5.91667;6.25000
687;1.33333;19.16667;10.50000;23.91667
688;5.00000;11.00000;41.66667;7.33333
689;4.16667;21.00000;13.00000;11.50000
690;0.50000;6.16667;6.00000;5.33333
691;0.00000;3.50000;4.00000;5.16667
692;0.00000;1.00000;0.66667;5.66667
693;3.00000;21.00000;39.16667;8.00000
694;1.46154;15.76923;23.61538;7.84615
695;0.05882;4.88235;7.29412;5.88235
696;2.50000;1.00000;5.66667;5.00000
697;0.16667;21.50000;18.50000;14.58333
698;1.71429;20.03571;28.25000;22.10714
699;1.55000;14.45000;24.15000;8.20000
700;0.00000;17.00000;13.50000;14.00000
701;2.35714;11.00000;10.00000;6.00000
702;1.21429;12.42857;20.92857;5.50000
703;0.50000;5.06667;12.86667;6.73333
704;0.50000;25.83333;7.00000;10.00000
705;1.50000;14.33333;24.16667;4.58333
706;0.60000;18.40000;19.60000;21.60000
707;0.50000;7.16667;9.00000;5.00000
708;0.00000;22.85714;1.71429;9.85714
709;1.00000;16.50000;26.33333;16.25000
710;0.00000;0.50000;0.75000;5.25000
711;0.00000;3.75000;9.00000;7.25000
712;0.00000;14.37500;23.00000;17.25000
713;0.00000;18.71429;21.28571;11.42857
714;0.00000;8.62500;12.50000;11.75000
715;0.00000;3.00000;5.14286;7.42857
716;3.00000;33.31250;33.87500;15.25000
717;1.25000;5.75000;18.00000;5.25000
718;0.00000;6.85714;3.00000;10.00000
719;0.30769;8.07692;19.23077;12.23077
720;0.00000;1.83333;3.00000;4.00000
721;3.00000;16.93750;21.75000;10.75000
722;0.09091;23.90909;23.63636;15.45455
723;0.00000;1.00000;1.00000;3.80000
724;0.05263;16.15789;18.36842;17.00000
725;0.00000;9.80000;9.60000;19.60000
726;0.00000;3.60000;13.00000;10.00000
727;0.05556;10.50000;13.61111;8.94444
728;1.25000;8.12500;7.33333;12.50000
729;9.60000;16.20000;13.60000;30.60000
730;2.28571;23.23810;24.38095;22.90476
731;1.87500;12.37500;26.37500;9.00000
732;0.00000;20.00000;11.56250;20.56250
733;3.87500;15.75000;20.25000;7.25000
734;0.06667;11.73333;14.46667;7.73333
735;0.00000;6.46154;17.76923;19.69231
736;0.64286;13.78571;13.67857;15.75000
737;6.00000;12.50000;39.12500;19.25000
738;0.00000;18.23077;15.15385;9.61538
739;0.00000;5.37500;11.00000;2.75000
740;0.06667;8.60000;11.33333;5.53333
741;3.00000;11.50000;28.50000;4.66667
742;6.00000;67.16667;11.66667;13.00000
743;0.60000;30.60000;4.40000;6.80000
744;3.25806;13.03226;23.77419;10.00000
745;0.00000;2.00000;14.20000;4.00000
746;0.37500;24.00000;26.87500;15.75000
747;5.18750;10.68750;28.37500;7.43750
748;0.00000;6.45455;17.00000;12.45455
749;2.72000;22.36000;14.08000;11.16000
750;2.42857;11.28571;23.28571;14.28571
751;0.25000;22.00000;24.95833;7.95833
752;0.75000;22.62500;22.37500;10.50000
753;0.00000;12.60000;13.00000;22.80000
754;1.83333;17.50000;40.27778;7.88889
755;1.38462;21.92308;38.84615;12.46154
756;2.66667;9.50000;24.50000;8.33333
757;1.25000;20.33333;32.83333;13.33333
758;0.00000;8.00000;31.66667;6.66667
759;1.88889;10.77778;26.83333;10.66667
760;0.00000;2.57143;8.00000;10.00000
761;0.00000;18.66667;22.50000;9.66667
762;16.20000;9.60000;33.80000;15.20000
763;0.20000;38.60000;14.00000;30.00000
764;2.27273;13.36364;25.00000;13.27273
765;0.00000;9.50000;33.50000;7.16667
766;0.54545;20.27273;22.81818;10.00000
767;0.00000;28.16667;3.16667;25.50000
768;0.00000;30.40000;6.40000;10.80000
769;0.00000;13.40000;0.80000;10.40000
770;0.80000;7.00000;13.80000;4.60000
771;0.23077;20.00000;18.23077;5.46154
772;2.75000;16.16667;10.16667;6.58333
773;1.05000;17.10000;18.40000;16.85000
774;1.50000;10.91667;18.16667;15.08333
775;4.50000;11.38889;17.88889;11.83333
776;0.09091;9.90909;16.90909;6.36364
777;2.83333;9.41667;14.00000;6.58333
778;0.00000;8.33333;11.75000;4.83333
779;2.62222;13.51111;14.06667;6.24444
780;0.00000;14.75000;9.91667;4.91667
781;3.08333;15.91667;12.16667;10.75000
782;0.00000;36.00000;12.00000;19.85714
783;0.71429;18.38095;10.23810;8.76190
784;0.00000;22.80000;27.00000;15.60000
785;0.50000;17.83333;20.16667;4.83333
786;0.16667;11.00000;0.50000;5.50000
787;0.71739;5.86957;9.73913;8.91304
788;0.65217;16.60870;7.86957;7.34783
789;0.50000;27.66667;27.66667;20.66667
790;0.13043;9.47826;7.21739;12.04348
791;0.00000;14.14286;10.71429;23.57143
792;2.06250;4.37500;3.56250;5.62500
793;2.37931;14.96552;22.10345;12.70690
794;0.16667;3.00000;8.50000;14.16667
795;1.83333;16.38889;25.38889;16.33333
796;1.16667;25.79167;11.62500;21.25000
797;6.97917;7.14583;16.91667;8.35417
798;0.69231;0.61538;10.69231;3.76923
799;0.00000;15.16667;29.91667;17.16667
800;3.66667;1.22222;13.66667;19.66667
801;0.00000;1.55556;0.72222;11.83333
802;0.06667;13.00000;18.13333;21.66667
803;0.50000;11.66667;14.33333;9.66667
804;5.25000;11.45833;19.25000;8.70833
805;0.40000;17.72000;15.00000;19.04000
806;3.84000;18.60000;15.20000;10.64000
807;0.09091;28.36364;40.81818;14.00000
808;5.50000;56.66667;21.50000;15.83333
809;0.00000;25.60000;18.00000;14.40000
810;5.73913;17.43478;26.00000;13.47826
811;13.75000;29.41667;43.41667;17.75000
812;3.45833;33.00000;30.66667;15.70833
813;8.00000;51.66667;18.00000;18.00000
814;29.60000;13.60000;52.60000;17.00000
815;6.00000;18.81818;39.90909;5.27273
816;3.82353;38.58824;24.00000;25.11765
817;0.00000;2.33333;22.16667;4.33333
818;0.00000;16.00000;7.00000;24.00000
819;0.00000;18.50000;10.33333;6.50000
820;0.50000;20.83333;34.72222;21.72222
821;4.41667;24.16667;25.41667;11.33333
822;5.50000;29.66667;14.25000;25.41667
823;0.00000;4.16667;21.16667;5.16667
824;0.08333;5.83333;2.33333;15.41667
825;3.66667;39.83333;33.83333;18.66667
826;0.80000;34.20000;41.20000;19.80000
827;0.00000;36.60000;0.60000;24.60000
828;1.87500;26.87500;7.00000;19.00000
829;2.75000;48.50000;11.00000;17.75000
830;0.60000;23.20000;4.40000;12.40000
831;1.36364;61.63636;12.18182;19.81818
832;0.60000;41.00000;5.00000;16.20000
833;3.27273;30.45455;30.00000;11.27273
834;0.94118;43.41176;23.41176;10.23529
835;0.50000;19.66667;27.41667;8.00000
836;18.08333;23.83333;29.83333;18.25000
837;1.20000;25.60000;58.60000;16.20000
838;0.00000;13.80000;16.80000;8.40000
839;0.00000;3.20000;7.00000;16.40000
840;0.00000;0.80000;0.40000;1.00000
841;0.00000;40.20000;29.60000;15.60000
842;2.46667;49.93333;14.53333;20.46667
843;5.66667;34.33333;21.91667;9.50000
844;0.00000;39.00000;9.66667;3.66667
845;3.00000;12.00000;37.20000;10.40000
846;6.60000;34.80000;43.60000;9.60000
847;16.80000;4.40000;39.60000;10.20000
848;1.20000;0.00000;18.60000;38.80000
849;1.50000;1.20000;40.00000;14.20000
850;3.00000;8.50000;19.00000;13.80000
851;15.00000;7.40000;51.80000;16.20000
852;0.12500;7.12500;15.00000;4.37500
853;0.10000;3.70000;11.10000;8.70000
854;3.80000;20.80000;12.60000;7.00000
855;1.80000;37.10000;19.20000;33.90000
856;0.60000;3.60000;20.20000;8.60000
857;0.44444;0.44444;16.44444;8.44444
858;10.20000;7.60000;33.40000;19.90000
859;7.20000;47.60000;13.40000;11.60000
860;1.90000;21.40000;21.80000;19.50000
861;4.00000;2.50000;9.00000;14.00000
862;10.80000;13.80000;7.80000;9.00000
863;0.95238;7.19048;21.80952;13.80952
864;7.60000;7.66667;32.06667;20.66667
865;3.20000;3.60000;42.00000;14.70000
866;0.00000;0.18182;5.27273;11.27273
867;0.00000;55.20000;17.20000;18.60000
868;2.50000;2.50000;34.00000;25.00000
869;0.00000;0.50000;6.50000;6.83333
870;6.73333;12.13333;12.60000;9.60000
871;14.40000;3.60000;29.80000;14.20000
872;3.00000;9.00000;12.60000;19.20000
873;1.26667;3.60000;34.33333;12.13333
874;6.90000;0.40000;47.90000;22.00000
875;3.26667;8.46667;28.93333;15.86667
876;4.14583;13.91667;26.18750;13.47917
877;0.00000;19.20000;30.20000;10.20000
878;2.20000;10.93333;36.00000;18.66667
879;0.40000;10.60000;42.70000;7.70000
880;0.00000;0.00000;13.60000;13.60000
881;7.40000;38.70000;11.50000;16.50000
882;0.53846;25.76923;27.30769;11.69231
883;3.00000;14.14286;12.57143;14.57143
884;0.00000;3.30000;7.40000;7.00000
885;5.10000;20.50000;42.10000;9.20000
886;0.30000;5.50000;32.00000;13.00000
887;0.20000;1.20000;43.20000;4.00000
888;0.00000;16.20000;54.60000;10.20000
889;0.60000;15.60000;33.20000;16.20000
890;0.60000;3.60000;17.40000;3.80000
891;6.20000;4.60000;26.60000;8.00000
892;2.30000;1.00000;38.70000;15.40000
893;3.00000;6.80000;13.80000;26.00000
894;7.80000;0.00000;47.00000;21.40000
895;1.20000;2.00000;70.00000;18.40000
896;3.00000;1.00000;20.80000;2.00000
897;0.43750;2.00000;6.56250;4.18750
898;0.00000;18.80000;20.80000;13.40000
899;1.00000;2.40000;54.60000;14.40000
900;3.10000;4.20000;27.70000;19.30000
901;2.06250;4.06250;22.18750;8.62500
902;0.20000;3.93333;19.26667;6.60000
903;0.27273;2.00000;14.00000;11.72727
904;0.00000;2.30000;24.30000;10.60000
905;3.05882;12.82353;20.76471;12.64706
906;0.80000;1.40000;32.00000;5.40000
907;0.00000;1.40000;13.00000;29.60000
908;0.00000;0.20000;2.00000;3.20000
909;2.20000;29.50000;43.70000;16.20000
910;0.10000;1.20000;18.20000;9.30000
911;0.00000;10.36364;10.00000;9.18182
912;0.60000;3.20000;42.20000;10.90000
913;4.20000;23.20000;20.80000;5.60000
914;0.00000;2.20000;17.70000;10.80000
915;0.00000;0.00000;0.00000;0.50000
916;0.50000;8.70000;26.90000;18.00000
917;3.70000;5.60000;9.10000;8.10000
918;1.80000;6.40000;28.90000;9.60000
919;3.00000;0.80000;27.00000;7.20000
920;5.40000;0.80000;11.40000;10.90000
921;0.60000;0.90000;16.20000;3.50000
922;0.00000;0.09091;0.18182;1.81818
923;0.60000;1.00000;6.80000;5.40000
924;3.33333;12.60000;6.53333;5.46667
925;0.00000;3.50000;0.30000;1.30000
926;0.00000;36.80000;5.00000;4.00000
927;0.00000;0.40000;0.60000;1.00000
928;0.00000;16.40000;7.80000;7.20000
929;0.00000;0.60000;0.80000;1.60000
930;0.60000;0.40000;8.00000;2.60000
931;0.00000;7.00000;12.60000;2.80000
932;0.18750;17.18750;7.62500;7.12500
933;0.20000;21.60000;3.40000;9.60000
934;0.00000;0.23529;0.52941;0.70588
935;0.17647;7.00000;8.47059;6.29412
936;0.00000;4.16667;2.66667;11.50000
937;0.00000;3.80000;11.20000;6.80000
938;0.04762;17.57143;10.66667;4.14286
939;0.00000;19.83333;10.66667;14.00000
940;0.00000;4.16667;3.66667;5.66667
941;0.00000;6.16667;0.33333;3.00000
942;0.00000;8.66667;5.66667;5.33333
943;0.10000;24.00000;8.40000;9.30000
944;0.00000;0.80000;0.20000;2.40000
945;0.00000;19.60000;13.00000;3.80000
946;1.60000;22.90000;12.40000;5.20000
947;0.00000;0.66667;0.50000;1.66667
948;0.00000;7.40000;3.20000;4.60000
949;0.00000;14.00000;18.00000;11.00000
950;0.60000;7.00000;14.80000;2.80000
951;0.00000;6.50000;15.55556;18.27778
952;0.00000;17.55556;20.11111;14.33333
